content_key,genre_id
715,9
715,18
715,40
716,18
716,26
716,29
717,11
718,11
719,8
719,16
720,19
721,19
722,1
723,11
724,24
725,11
726,18
726,29
726,35
727,39
728,11
729,15
730,22
731,22
732,18
732,35
733,22
734,19
735,9
735,18
735,33
736,8
736,13
736,17
737,5
737,13
737,17
738,3
738,9
738,36
739,2
739,11
740,5
740,8
741,8
741,15
742,13
742,17
743,13
743,17
744,13
744,16
744,25
745,18
745,29
745,32
746,17
746,42
747,13
747,42
748,8
748,13
748,17
749,24
750,9
750,33
750,34
751,13
751,16
751,17
752,19
752,34
753,1
753,8
753,27
754,18
754,26
754,29
755,13
755,16
756,5
756,11
756,17
757,13
757,17
757,25
758,11
759,26
759,34
759,35
760,22
761,22
762,12
762,28
763,8
763,17
763,25
764,33
764,35
764,38
765,8
765,17
765,25
766,1
766,17
767,31
768,18
768,34
769,8
769,13
769,17
770,11
770,17
771,11
771,17
771,23
772,39
773,18
773,26
773,35
774,13
774,17
774,42
775,13
775,14
775,25
776,13
776,16
776,21
777,1
778,8
778,16
778,21
779,3
779,18
780,1
780,10
780,27
781,19
782,11
783,13
783,25
784,8
784,17
784,23
785,8
785,13
785,16
786,19
787,1
787,13
788,1
789,42
790,4
790,18
790,35
791,11
792,1
792,13
793,8
793,13
793,25
794,8
794,25
795,8
795,13
795,17
796,34
797,10
797,15
798,13
799,8
799,13
799,16
800,13
800,30
801,13
801,16
801,21
802,1
802,13
802,30
803,1
804,3
804,26
804,41
805,15
805,42
806,18
806,34
806,35
807,1
807,13
807,17
808,1
808,13
808,17
809,1
810,1
810,8
811,1
811,7
811,10
812,5
813,1
814,19
815,8
815,25
816,13
816,17
816,21
817,42
818,8
818,13
818,16
819,8
819,13
819,25
820,1
820,7
821,18
821,35
821,37
822,13
822,25
822,42
823,15
824,8
824,13
824,16
825,42
826,9
826,35
826,37
827,31
828,8
828,17
829,13
830,5
830,8
831,34
831,35
832,12
832,18
832,29
833,18
833,33
833,35
834,9
834,18
834,35
835,5
835,13
835,14
836,3
836,18
837,15
837,17
837,42
838,18
838,33
838,35
839,31
840,13
840,16
840,17
841,13
841,17
841,30
842,1
842,13
842,17
843,12
844,3
844,18
845,11
845,17
846,13
846,17
846,42
847,5
847,8
847,27
848,18
848,26
848,34
849,34
849,35
850,17
850,23
851,13
851,17
851,23
852,13
852,17
852,23
853,13
853,17
853,23
854,1
854,15
855,11
856,19
856,33
856,38
857,13
857,17
858,18
858,29
858,34
859,13
859,16
859,17
860,13
860,17
861,11
861,17
861,21
862,5
862,8
863,34
864,5
864,8
865,13
865,17
865,42
866,1
866,13
867,42
868,11
869,19
870,9
870,18
870,29
871,11
872,8
872,13
872,17
873,13
873,16
873,27
874,13
874,16
874,17
875,19
876,13
876,17
876,25
877,12
877,18
878,8
878,16
878,17
879,13
879,17
879,42
880,35
881,24
881,36
881,40
882,13
882,17
882,42
883,5
883,8
884,33
884,36
884,38
885,18
885,35
886,8
886,13
886,17
887,18
887,36
887,38
888,15
888,17
888,42
889,8
890,13
890,42
891,3
891,36
891,40
892,16
892,17
892,42
893,13
893,16
893,17
894,11
894,17
894,23
895,13
895,16
895,17
896,13
896,17
896,42
897,34
898,18
898,26
898,34
899,8
899,13
899,17
900,13
900,17
901,12
902,16
902,42
903,18
903,35
904,13
904,17
904,42
905,1
906,1
906,13
906,17
907,13
907,17
908,11
909,33
909,38
910,13
910,16
910,17
911,13
912,19
912,34
913,8
914,13
914,17
914,25
915,11
916,13
916,17
916,42
917,1
918,11
918,13
919,24
920,9
920,12
921,35
922,9
922,35
923,13
923,16
923,42
924,19
925,5
925,8
926,4
926,19
927,1
927,13
928,19
929,1
929,30
930,1
930,15
931,1
931,8
932,8
933,1
934,5
934,13
935,13
935,16
936,5
936,8
937,19
938,5
938,8
939,5
939,8
939,23
940,5
940,23
941,5
941,8
942,5
942,8
943,13
943,42
944,1
944,13
944,30
945,1
946,13
946,17
947,1
947,27
948,13
948,42
949,8
950,1
950,27
951,13
951,17
951,27
952,8
952,25
953,1
953,8
954,13
954,42
955,5
955,8
956,1
957,8
957,16
957,25
958,24
959,13
959,17
960,13
960,16
960,17
961,9
961,18
961,29
962,5
962,8
963,15
964,18
964,29
964,34
965,15
965,42
966,3
966,18
967,8
967,17
968,12
968,28
969,18
969,34
969,35
970,13
971,1
971,27
972,42
973,18
973,35
973,40
974,13
974,17
975,13
975,16
975,17
976,1
976,8
976,13
977,8
977,17
978,8
978,17
979,8
979,17
979,25
980,8
980,17
981,8
981,17
982,1
982,8
982,17
983,8
983,13
983,17
984,11
984,17
984,23
985,8
985,17
986,8
986,17
986,25
987,8
987,17
987,25
988,8
988,17
989,18
989,26
989,34
990,8
990,17
991,8
991,17
992,13
992,16
992,17
993,17
993,23
994,33
994,35
994,38
995,13
995,17
995,25
996,8
996,13
996,17
997,15
997,17
997,42
998,4
998,12
998,18
999,11
999,17
1000,13
1000,17
1000,42
1001,1
1001,17
1002,13
1002,17
1002,42
1003,8
1003,17
1004,18
1004,34
1004,35
1005,19
1006,5
1006,8
1007,5
1007,8
1008,5
1008,8
1009,5
1010,5
1011,5
1012,11
1013,18
1013,29
1013,35
1014,42
1015,19
1016,13
1017,1
1017,8
1017,17
1018,13
1018,17
1019,8
1019,17
1019,23
1020,13
1020,17
1020,23
1021,11
1021,17
1022,8
1022,13
1022,16
1023,13
1023,17
1024,13
1024,16
1024,17
1025,5
1025,8
1025,23
1026,3
1026,19
1027,5
1028,15
1028,25
1028,27
1029,8
1030,13
1030,17
1031,5
1031,8
1031,13
1032,13
1032,17
1032,25
1033,18
1033,32
1034,1
1034,13
1034,17
1035,42
1036,13
1037,1
1037,27
1038,8
1038,13
1038,17
1039,18
1039,26
1039,34
1040,11
1040,23
1041,3
1041,9
1041,18
1042,1
1042,2
1042,15
1043,12
1044,26
1044,34
1044,35
1045,3
1045,18
1045,40
1046,24
1047,42
1048,18
1048,35
1049,19
1050,4
1050,19
1051,13
1051,17
1051,21
1052,3
1052,19
1053,13
1053,16
1054,11
1054,23
1055,11
1055,17
1055,23
1056,10
1056,13
1056,23
1057,18
1057,35
1058,34
1059,4
1059,18
1059,35
1060,35
1060,40
1061,24
1061,26
1062,9
1062,12
1063,9
1063,18
1063,35
1064,34
1064,35
1065,9
1065,18
1065,20
1066,36
1066,37
1066,40
1067,13
1067,17
1067,42
1068,18
1068,35
1068,41
1069,12
1069,28
1070,13
1070,17
1070,25
1071,11
1072,5
1072,23
1073,5
1073,8
1073,23
1074,5
1074,23
1075,5
1076,12
1077,5
1078,5
1079,5
1080,26
1080,34
1080,35
1081,1
1081,2
1081,17
1082,19
1082,34
1083,18
1083,24
1084,8
1085,3
1085,18
1085,26
1086,13
1086,17
1087,13
1087,17
1087,42
1088,8
1088,15
1088,17
1089,1
1089,8
1090,13
1091,13
1091,17
1091,25
1092,3
1092,18
1093,11
1093,23
1094,18
1094,24
1094,26
1095,24
1095,26
1096,9
1096,12
1096,37
1097,5
1097,8
1098,11
1099,8
1099,13
1099,17
1100,13
1100,17
1101,15
1101,42
1102,5
1102,8
1102,27
1103,8
1104,1
1104,13
1104,17
1105,5
1105,8
1105,13
1106,13
1106,16
1107,1
1108,13
1108,14
1108,17
1109,17
1109,42
1110,8
1110,17
1110,25
1111,13
1111,17
1112,8
1112,25
1113,5
1113,8
1114,1
1114,27
1115,8
1115,13
1115,17
1116,8
1116,17
1116,30
1117,12
1117,18
1118,11
1118,17
1119,15
1119,42
1120,1
1120,15
1121,1
1121,27
1122,8
1122,25
1123,13
1123,17
1124,12
1124,18
1124,28
1125,1
1126,4
1126,9
1126,12
1127,7
1127,23
1128,24
1128,34
1128,36
1129,1
1129,17
1130,4
1130,12
1130,18
1131,1
1131,13
1131,17
1132,1
1132,13
1132,17
1133,1
1133,13
1133,17
1134,1
1135,1
1135,27
1136,1
1137,13
1137,17
1137,25
1138,1
1138,17
1138,23
1139,13
1139,16
1139,17
1140,15
1140,42
1141,1
1142,13
1142,17
1142,42
1143,11
1144,12
1144,24
1145,8
1145,25
1146,13
1147,18
1147,24
1147,29
1148,11
1148,17
1148,30
1149,19
1149,20
1150,3
1150,19
1151,11
1152,5
1153,19
1154,13
1154,17
1155,13
1156,11
1156,17
1157,5
1157,14
1157,23
1158,8
1159,19
1160,13
1160,17
1161,13
1161,16
1161,42
1162,11
1163,13
1163,17
1164,18
1164,24
1164,29
1165,8
1165,17
1166,8
1166,13
1166,17
1167,4
1167,9
1167,18
1168,13
1168,17
1168,25
1169,3
1170,19
1171,5
1171,8
1172,11
1173,31
1174,18
1174,20
1174,32
1175,18
1175,35
1176,13
1176,16
1176,17
1177,13
1177,17
1178,15
1178,17
1179,1
1180,19
1181,19
1181,34
1182,34
1183,12
1184,17
1184,23
1185,1
1185,17
1186,8
1186,17
1186,25
1187,3
1187,9
1187,18
1188,42
1189,1
1189,8
1189,17
1190,31
1191,1
1192,31
1193,13
1193,17
1194,11
1194,17
1194,23
1195,13
1195,17
1195,42
1196,11
1197,9
1197,12
1197,18
1198,13
1198,23
1199,31
1200,13
1200,42
1201,19
1202,9
1202,18
1202,34
1203,13
1203,17
1203,25
1204,5
1204,13
1205,11
1206,12
1206,28
1206,33
1207,4
1207,19
1207,35
1208,11
1209,8
1209,17
1210,8
1210,13
1210,17
1211,18
1211,20
1211,26
1212,13
1212,17
1213,13
1213,17
1214,34
1215,13
1215,17
1215,23
1216,8
1216,17
1216,25
1217,8
1217,17
1217,25
1218,4
1218,9
1218,18
1219,5
1219,8
1220,8
1220,13
1220,16
1221,13
1221,16
1221,17
1222,13
1222,17
1223,15
1223,16
1224,9
1224,18
1224,33
1225,12
1226,24
1226,26
1227,12
1227,18
1228,18
1228,35
1229,13
1229,16
1229,17
1230,18
1230,35
1231,8
1231,13
1231,16
1232,19
1233,8
1233,13
1233,17
1234,8
1234,17
1235,12
1235,18
1235,29
1236,3
1236,19
1236,33
1237,1
1237,13
1237,17
1238,8
1238,17
1238,25
1239,3
1240,1
1241,13
1241,25
1242,8
1242,13
1242,23
1243,9
1243,12
1244,13
1245,1
1245,8
1245,17
1246,19
1247,6
1247,9
1247,18
1248,1
1248,13
1248,17
1249,11
1249,23
1250,31
1251,11
1251,17
1251,23
1252,1
1252,7
1252,13
1253,8
1253,17
1254,5
1254,8
1255,7
1255,13
1256,1
1256,13
1256,17
1257,8
1257,10
1257,23
1258,3
1258,18
1259,5
1259,8
1260,8
1260,13
1260,16
1261,8
1261,17
1261,25
1262,13
1262,16
1262,17
1263,8
1263,13
1264,1
1265,8
1265,13
1265,16
1266,17
1266,42
1267,13
1267,16
1267,17
1268,17
1268,42
1269,9
1269,18
1269,29
1270,13
1270,17
1270,25
1271,18
1271,29
1271,35
1272,18
1272,29
1272,35
1273,12
1273,18
1274,17
1274,42
1275,24
1276,26
1276,34
1276,35
1277,13
1277,17
1278,36
1278,41
1279,31
1280,11
1280,17
1281,11
1281,17
1281,30
1282,13
1282,17
1283,18
1283,35
1284,15
1284,42
1285,15
1286,18
1286,34
1286,35
1287,8
1287,13
1287,16
1288,8
1288,13
1289,13
1289,42
1290,11
1290,17
1290,23
1291,8
1291,21
1291,42
1292,13
1292,16
1292,17
1293,11
1293,17
1294,18
1294,35
1295,18
1295,33
1295,35
1296,8
1296,13
1296,16
1297,18
1297,26
1297,34
1298,15
1299,18
1299,33
1299,35
1300,3
1300,18
1301,12
1302,4
1302,18
1302,35
1303,12
1303,24
1303,28
1304,11
1305,5
1306,1
1306,8
1306,13
1307,9
1307,34
1307,35
1308,5
1308,8
1308,13
1309,19
1309,34
1310,42
1311,34
1312,8
1312,13
1312,17
1313,13
1313,16
1313,21
1314,24
1315,34
1316,31
1317,13
1317,17
1317,25
1318,4
1318,18
1318,24
1319,8
1319,25
1320,5
1321,9
1321,18
1321,35
1322,9
1322,29
1322,33
1323,8
1323,13
1323,17
1324,13
1324,17
1324,25
1325,13
1325,16
1325,25
1326,17
1326,42
1327,8
1327,17
1327,25
1328,11
1328,23
1329,9
1329,12
1330,8
1330,17
1331,13
1331,25
1332,39
1333,19
1333,34
1334,8
1334,13
1335,1
1335,17
1336,9
1336,35
1336,37
1337,31
1338,13
1338,16
1338,17
1339,9
1339,18
1339,29
1340,9
1340,18
1340,35
1341,13
1341,17
1342,13
1342,16
1343,1
1343,13
1343,17
1344,11
1345,13
1345,17
1345,25
1346,1
1346,17
1347,8
1347,13
1347,17
1348,1
1348,17
1349,26
1349,35
1350,9
1350,18
1350,29
1351,19
1352,13
1352,14
1352,17
1353,32
1353,34
1354,1
1354,8
1355,35
1356,26
1356,41
1357,34
1357,41
1358,13
1359,42
1360,13
1360,17
1360,42
1361,18
1361,26
1361,34
1362,36
1362,41
1363,19
1363,34
1364,26
1364,35
1364,41
1365,5
1365,27
1366,19
1366,34
1367,13
1367,14
1368,15
1369,1
1369,17
1370,5
1370,8
1371,13
1371,17
1372,12
1373,5
1373,13
1373,17
1374,18
1374,35
1374,40
1375,11
1375,17
1375,30
1376,34
1376,35
1377,8
1377,13
1377,16
1378,26
1378,33
1378,35
1379,5
1379,13
1380,13
1380,17
1381,19
1382,8
1382,17
1382,25
1383,13
1383,17
1383,25
1384,18
1384,24
1385,9
1385,18
1385,20
1386,3
1386,18
1387,8
1387,17
1387,21
1388,13
1388,42
1389,13
1390,8
1391,13
1392,13
1393,18
1393,29
1393,34
1394,42
1395,12
1395,28
1396,19
1397,1
1398,13
1398,27
1399,15
1400,13
1400,16
1401,24
1402,19
1402,40
1403,33
1403,34
1403,38
1404,5
1404,8
1404,13
1405,19
1405,34
1406,1
1407,5
1407,8
1408,5
1409,35
1409,38
1410,42
1411,13
1411,17
1412,11
1413,13
1413,17
1413,21
1414,13
1414,17
1415,8
1415,13
1415,17
1416,13
1416,42
1417,9
1417,12
1418,17
1418,42
1419,31
1420,4
1420,26
1420,35
1421,11
1422,8
1422,13
1422,17
1423,13
1423,17
1424,8
1424,17
1424,25
1425,5
1425,8
1426,11
1427,13
1427,17
1428,4
1428,9
1428,12
1429,13
1429,16
1429,17
1430,19
1430,34
1431,12
1432,8
1432,13
1432,17
1433,3
1433,18
1433,29
1434,13
1434,17
1435,5
1435,8
1436,13
1437,11
1437,17
1437,23
1438,12
1438,24
1439,11
1439,17
1439,30
1440,12
1440,34
1441,18
1441,24
1441,29
1442,1
1442,8
1442,17
1443,12
1443,18
1444,12
1445,8
1445,25
1445,30
1446,1
1446,8
1446,17
1447,8
1448,15
1448,42
1449,33
1449,34
1449,35
1450,24
1451,31
1452,5
1452,13
1452,30
1453,13
1453,16
1454,5
1454,8
1455,11
1456,12
1456,28
1457,1
1457,13
1457,16
1458,29
1458,35
1459,1
1460,8
1461,18
1461,29
1461,35
1462,8
1462,13
1462,16
1463,19
1463,34
1464,19
1465,11
1466,19
1466,34
1466,38
1467,11
1468,1
1468,42
1469,8
1469,17
1470,7
1470,13
1470,16
1471,13
1471,21
1472,31
1473,8
1473,13
1473,17
1474,36
1474,37
1474,38
1475,1
1475,13
1475,14
1476,8
1476,13
1476,17
1477,24
1478,9
1478,35
1478,40
1479,18
1479,37
1479,40
1480,9
1480,12
1480,18
1481,4
